stock_code,country,revenue,quantity,transactions
10135,EIRE,50.2,80,3
35810A,Spain,50.1,42,5
84755,Spain,50.05,77,7
22479,EIRE,50.0,40,3
20963,EIRE,50.0,40,4
23077,Hong Kong,50.0,40,2
21223,France,50.0,40,3
47559B,Iceland,50.0,40,4
22402,EIRE,50.0,40,4
23111,Spain,50.0,4,1
82613A,EIRE,50.0,40,3
23094,Channel Islands,50.0,4,1
23406,Germany,50.0,8,3
23020,Cyprus,50.0,4,1
23108,Poland,50.0,8,2
21114,Spain,50.0,40,5
23020,Switzerland,50.0,4,1
23500,France,50.0,40,2
23094,Cyprus,50.0,4,1
23401,EIRE,50.0,8,4
20718,Belgium,50.0,40,4
23291,Belgium,50.0,40,4
20960,Switzerland,50.0,40,2
23018,Germany,50.0,4,2
22734,USA,49.98,18,3
21163,EIRE,49.96,52,4
22833,EIRE,49.95,1,1
21759,EIRE,49.95,1,1
23084,Norway,49.92,24,2
23166,Switzerland,49.92,48,1
23157,Germany,49.92,24,2
23156,Switzerland,49.92,24,2
23154,Greece,49.92,24,2
23392,USA,49.92,24,1
23159,EIRE,49.92,24,2
23515,Germany,49.92,24,4
23022,EIRE,49.92,24,1
23348,EIRE,49.92,24,4
23158,EIRE,49.92,24,1
23154,Finland,49.92,24,2
23157,Channel Islands,49.92,24,1
23419,EIRE,49.92,24,2
23159,Greece,49.92,24,2
23159,Switzerland,49.92,24,2
23025,EIRE,49.92,24,4
22782,Channel Islands,49.9,2,1
22782,EIRE,49.9,2,1
22782,France,49.9,2,1
23101,EIRE,49.8,60,4
23075,EIRE,49.8,12,2
23239,Cyprus,49.8,12,2
23174,Belgium,49.8,12,3
23101,France,49.8,60,4
22567,Poland,49.8,36,3
23240,Austria,49.8,12,2
82552,United Arab Emirates,49.8,36,2
22114,Channel Islands,49.8,12,3
23126,Channel Islands,49.8,12,1
22947,Belgium,49.8,4,2
23240,Channel Islands,49.8,12,2
23174,Spain,49.8,12,4
23461,EIRE,49.8,12,3
23281,Belgium,49.8,60,5
23255,Austria,49.8,12,2
23256,Austria,49.8,12,2
21670,Switzerland,49.8,36,2
21671,Italy,49.8,36,2
23148,EIRE,49.8,60,3
84380,Norway,49.8,36,3
23128,Channel Islands,49.8,12,1
23254,Sweden,49.8,12,2
23237,Denmark,49.8,12,1
23254,EIRE,49.8,12,2
23432,Spain,49.8,60,2
23255,Sweden,49.8,12,2
23240,Italy,49.8,12,2
23131,Channel Islands,49.8,12,1
23127,Channel Islands,49.8,12,1
23388,Spain,49.8,12,3
23603,United Kingdom,49.8,20,14
21669,Spain,49.8,36,3
23390,Germany,49.8,12,3
23174,Singapore,49.8,12,1
23240,Poland,49.8,12,2
23155,EIRE,49.8,60,5
72129,United Kingdom,49.76,75,19
21217,Switzerland,49.75,5,3
21623,France,49.75,5,3
21344,Norway,49.75,5,1
21217,Finland,49.75,5,1
22120,Cyprus,49.75,5,2
22756,France,49.68,48,4
22074,Switzerland,49.68,48,3
22757,France,49.68,48,4
37462E,United Kingdom,49.64,110,30
90052,United Kingdom,49.58,7,5
20727,Switzerland,49.5,30,3
23080,Spain,49.5,6,2
20726,Denmark,49.5,30,2
22382,Norway,49.5,30,1
23206,Channel Islands,49.5,30,2
22329,Spain,49.5,30,3
22382,Italy,49.5,30,3
20778,EIRE,49.5,30,2
23681,Portugal,49.5,30,1
23049,Norway,49.5,6,1
20725,Italy,49.5,30,3
23054,Norway,49.5,6,1
23050,Norway,49.5,6,1
23052,Norway,49.5,6,1
23081,Spain,49.5,6,2
23054,EIRE,49.5,6,3
23583,EIRE,49.5,30,3
22662,Norway,49.5,30,1
23170,Spain,49.5,30,4
23127,EIRE,49.5,10,3
22382,Canada,49.5,30,1
23284,Channel Islands,49.5,6,2
22195,Spain,49.5,30,4
22383,Switzerland,49.5,30,3
23052,Spain,49.5,6,3
23051,Norway,49.5,6,1
22555,Unspecified,49.5,30,3
21934,France,49.5,30,3
22662,Channel Islands,49.5,30,3
35922,EIRE,49.5,10,2
21100,Germany,49.5,30,2
85206A,EIRE,49.5,30,4
22736,EIRE,49.5,30,3
23542,EIRE,49.5,6,2
23206,Portugal,49.5,30,1
22079,Channel Islands,49.5,30,2
85206A,Germany,49.5,30,4
23032,Germany,49.5,30,3
22383,Canada,49.5,30,1
23053,Finland,49.5,6,1
22990,Spain,49.5,10,3
23052,Israel,49.5,6,2
21770,Brazil,49.5,10,1
23051,France,49.5,6,3
23080,France,49.5,6,2
22906,Germany,49.5,30,3
20725,Austria,49.5,30,2
20725,Greece,49.5,30,3
23435,EIRE,49.5,30,2
21934,Italy,49.5,30,2
22310,Italy,49.5,30,2
23053,Norway,49.5,6,1
22547,Germany,49.44,144,3
22336,Germany,49.44,144,2
35910B,United Kingdom,49.37,23,7
22229,EIRE,49.32,84,6
51014L,Germany,49.32,84,5
46000S,Germany,49.3,34,4
84537B,United Kingdom,49.14,117,11
47590B,Switzerland,49.05,9,3
84029E,Denmark,49.0,12,2
84029G,Germany,49.0,12,3
22042,Germany,48.96,156,7
79030G,France,48.96,48,4
48194,Spain,48.9,6,3
48194,France,48.9,6,2
23284,Italy,48.9,6,2
22646,Austria,48.84,60,2
15036,France,48.84,60,3
23502,France,48.75,39,3
47559B,Spain,48.75,39,7
23504,France,48.75,39,6
22732,France,48.75,39,3
37477B,United Kingdom,48.75,13,11
22630,Brazil,48.75,25,2
35644,United Kingdom,48.75,25,9
21811,Switzerland,48.72,72,3
21967,Finland,48.72,168,2
21982,Finland,48.72,168,2
21981,EIRE,48.72,168,6
21811,EIRE,48.72,72,3
72225C,EIRE,48.72,168,4
21985,Finland,48.72,168,2
21983,Finland,48.72,168,2
47593B,EIRE,48.72,72,3
21397,Germany,48.72,72,3
37501,Spain,48.65,7,3
84375,Switzerland,48.6,24,2
21426,Netherlands,48.6,26,2
21930,France,48.49,24,4
21817,EIRE,48.48,96,4
84461,EIRE,48.45,19,3
18097A,United Kingdom,48.45,19,14
22589,Netherlands,48.45,19,2
84820,EIRE,48.34,22,3
23284,Cyprus,48.3,6,2
22688,Channel Islands,48.3,6,3
48188,Spain,48.3,6,3
22664,France,48.3,23,7
35603C,United Kingdom,48.3,83,25
90054,United Kingdom,48.11,19,19
21880,Spain,48.1,74,7
90083,United Kingdom,48.08,52,15
22692,Belgium,47.98,6,3
22588,Switzerland,47.94,18,3
21891,Unspecified,47.85,33,3
22555,Portugal,47.85,29,6
22082,Switzerland,47.85,29,4
20953,United Kingdom,47.85,29,8
22606,Italy,47.85,3,2
22622,Norway,47.8,4,1
22400,Australia,47.76,96,2
20750,Cyprus,47.7,6,2
22947,Spain,47.7,6,1
84674,Germany,47.7,30,2
21922,Cyprus,47.7,6,1
20750,Unspecified,47.7,6,2
20749,Unspecified,47.7,6,2
48129,Australia,47.7,6,2
21990,France,47.7,30,3
15058B,Finland,47.7,6,2
15058A,Norway,47.7,6,1
20750,Australia,47.7,6,3
22689,Finland,47.7,6,1
84600,Norway,47.7,6,2
15058A,Finland,47.7,6,2
20749,Australia,47.7,6,3
21991,Germany,47.7,30,3
48184,Portugal,47.7,6,3
21524,Finland,47.7,6,1
85136C,EIRE,47.7,6,3
21527,Austria,47.7,6,2
22415,France,47.7,6,5
85068,Channel Islands,47.7,6,2
21990,Belgium,47.7,30,3
22690,Norway,47.7,6,3
84608,United Kingdom,47.7,6,4
22947,Portugal,47.7,6,1
84795B,Cyprus,47.7,6,1
22320,Portugal,47.6,8,3
84622,Cyprus,47.6,8,2
21259,Portugal,47.6,8,2
84709B,EIRE,47.6,8,2
21239,Finland,47.6,56,4
84620,Cyprus,47.6,8,2
21662,Germany,47.6,8,3
21347,United Kingdom,47.6,8,4
21240,EIRE,47.6,56,4
22356,Spain,47.6,56,4
21238,EIRE,47.6,56,6
22623,Finland,47.55,9,3
22540,Netherlands,47.52,192,3
21014,EIRE,47.52,96,4
23160,Germany,47.5,38,3
84845D,United Kingdom,47.5,38,10
23264,Spain,47.5,38,3
21355,Germany,47.5,38,5
22733,Austria,47.5,38,2
22482,Germany,47.5,38,4
22480,Germany,47.5,38,4
22439,France,47.45,73,4
85081,United Kingdom,47.43,107,25
84378,Norway,47.4,36,2
21488,Belgium,47.4,12,2
22620,Norway,47.4,36,3
22567,Portugal,47.4,36,3
22722,Lebanon,47.4,12,1
47504H,Israel,47.4,60,1
85132B,Netherlands,47.4,12,1
22189,Switzerland,47.4,12,3
22567,Spain,47.4,36,3
22189,Spain,47.4,12,3
22722,Finland,47.4,12,2
21581,France,47.25,21,4
21576,EIRE,47.25,21,4
22426,Israel,47.2,16,1
22086,Spain,47.2,16,4
22362,Belgium,47.2,16,3
22669,Spain,47.2,16,4
22766,Portugal,47.2,16,2
84675,EIRE,47.2,16,3
84715,Sweden,47.2,16,1
22158,Switzerland,47.2,16,2
84715,Germany,47.2,16,2
22808,EIRE,47.2,16,3
20895,United Kingdom,47.2,16,4
35909B,United Kingdom,47.2,16,7
22162,Switzerland,47.2,16,2
84927D,France,47.16,438,2
90067B,United Kingdom,47.12,16,6
84227,United Kingdom,47.04,112,13
85034C,Spain,47.0,28,2
90181C,United Kingdom,46.93,5,5
22448,Netherlands,46.9,14,2
22446,Netherlands,46.9,14,3
84596f,United Kingdom,46.89,19,14
22630,Channel Islands,46.8,24,2
22148,France,46.8,24,2
22938,Spain,46.8,24,2
22659,Hong Kong,46.8,24,2
23376,Germany,46.8,120,1
21276,Germany,46.8,24,1
20988,United Kingdom,46.8,24,9
20886,West Indies,46.8,24,1
22659,Italy,46.8,24,2
20975,Belgium,46.8,72,3
22492,USA,46.8,72,2
22992,Belgium,46.8,24,2
23244,Denmark,46.8,24,2
47504K,Germany,46.8,24,2
23359,EIRE,46.8,24,2
22466,Portugal,46.8,24,2
21156,Sweden,46.8,24,2
84706D,EIRE,46.8,24,1
21665,EIRE,46.8,72,3
22466,Sweden,46.8,24,2
21491,Netherlands,46.8,24,1
85217,Austria,46.8,72,2
22659,Denmark,46.8,24,2
20974,EIRE,46.8,72,3
23493,Portugal,46.8,24,3
21987,Sweden,46.8,72,5
20886,EIRE,46.8,24,1
21264,France,46.8,24,1
47504K,Poland,46.8,24,2
22150,Portugal,46.8,24,4
23244,France,46.8,24,4
21880,Australia,46.8,72,1
47594B,Germany,46.8,24,4
21086,Norway,46.8,72,1
22244,Denmark,46.8,24,1
22631,Sweden,46.8,24,1
22367,Austria,46.8,24,3
22813,Switzerland,46.8,24,1
47591D,Italy,46.8,24,3
47591C,EIRE,46.8,24,3
22492,Italy,46.8,72,2
22812,Korea,46.8,24,1
21143,Singapore,46.8,24,1
47594B,EIRE,46.8,24,3
47591D,Finland,46.8,24,3
21491,United Arab Emirates,46.8,24,1
84375,Greece,46.8,24,1
22992,Iceland,46.8,24,2
84212,Germany,46.8,72,3
21156,Finland,46.8,24,3
23367,Germany,46.8,72,4
20973,Switzerland,46.8,72,3
72750A,EIRE,46.8,24,2
22492,Channel Islands,46.8,72,2
22492,Austria,46.8,72,2
22812,Lithuania,46.8,24,1
22466,Greece,46.8,24,2
22659,Spain,46.8,24,2
20689,Germany,46.8,24,1
22148,United Arab Emirates,46.8,24,2
23244,Belgium,46.8,24,3
21156,Austria,46.8,24,3
47504K,Switzerland,46.8,24,2
22812,Belgium,46.8,24,1
84932A,Greece,46.8,24,2
22938,Italy,46.8,24,2
47594B,Czech Republic,46.8,24,1
22244,Switzerland,46.8,24,2
21110,Poland,46.8,24,1
85132A,Australia,46.8,24,1
22631,Austria,46.8,24,1
22938,Portugal,46.8,24,2
21491,Germany,46.8,24,1
21265,Iceland,46.8,24,2
84706A,EIRE,46.8,24,1
22898,Belgium,46.8,24,3
22337,Germany,46.8,72,3
21110,France,46.8,24,1
22938,Singapore,46.8,24,1
84932D,Germany,46.8,24,3
21785,Netherlands,46.8,72,1
20975,USA,46.8,72,1
22812,Channel Islands,46.8,24,1
35599D,Switzerland,46.8,24,1
21146,France,46.8,24,2
84857B,United Kingdom,46.8,24,1
22938,Germany,46.8,24,2
16202C,EIRE,46.8,24,2
22218,France,46.75,11,4
21946,Netherlands,46.68,108,2
90001A,United Kingdom,46.6,11,10
47566,United Arab Emirates,46.5,10,1
84705F,United Kingdom,46.5,10,7
47566B,Germany,46.5,10,2
46000M,Unspecified,46.5,30,2
16050,United Kingdom,46.45,151,8
22055,Portugal,46.4,32,1
37446,EIRE,46.4,32,3
23266,France,46.25,37,4
21439,Netherlands,46.25,37,4
20985,Portugal,46.25,37,6
21358,EIRE,46.25,37,4
85196,EIRE,46.2,84,6
72024U,United Kingdom,46.2,220,11
47344B,United Kingdom,46.2,42,9
85040A,EIRE,46.2,28,3
82580,Germany,46.2,84,4
85132c,United Kingdom,46.1,4,4
21932,Australia,46.0,20,3
84472,EIRE,45.95,1,1
84619,France,45.95,1,1
84626,United Kingdom,45.95,1,1
84619,EIRE,45.95,1,1
84472,Channel Islands,45.95,1,1
21205,Germany,45.9,18,3
21108,Cyprus,45.9,18,2
22582,France,45.9,18,2
22584,Unspecified,45.9,18,2
22572,France,45.9,54,5
21559,Switzerland,45.9,18,3
21558,Switzerland,45.9,18,3
22301,Switzerland,45.9,18,2
22300,Malta,45.9,18,2
21039,Belgium,45.9,18,2
21561,Spain,45.9,18,3
21556,Portugal,45.9,18,2
22781,Spain,45.9,6,2
21531,Belgium,45.9,18,3
22584,Spain,45.9,18,3
22930,Czech Republic,45.9,18,1
21556,EIRE,45.9,18,3
84508B,EIRE,45.9,18,3
37482P,Spain,45.9,18,2
85205B,Germany,45.9,18,2
84931B,EIRE,45.9,18,3
22491,France,45.9,54,4
21561,Switzerland,45.9,18,3
22350,Italy,45.9,18,2
21108,Switzerland,45.9,18,2
21205,Switzerland,45.9,18,2
21108,Italy,45.9,18,2
85016,EIRE,45.9,18,3
22352,Sweden,45.9,18,2
20828,Spain,45.9,18,7
21559,USA,45.9,18,2
21531,Finland,45.9,18,2
22639,EIRE,45.9,18,3
84347,Portugal,45.9,18,2
22304,Germany,45.9,18,2
22781,Sweden,45.9,6,1
22574,France,45.9,54,5
22930,France,45.9,18,3
22350,Spain,45.9,18,3
22642,France,45.9,18,2
22637,Italy,45.9,18,3
22301,Malta,45.9,18,2
21039,Portugal,45.9,18,3
72800F,France,45.9,18,2
22584,France,45.9,18,2
48129,Italy,45.86,6,2
84821,France,45.84,72,5
35809a,United Kingdom,45.75,11,11
23254,Unspecified,45.65,11,3
35811A,Germany,45.6,36,3
84929,Netherlands,45.6,240,1
21084,Australia,45.6,240,1
20831,EIRE,45.6,36,3
35471D,EIRE,45.58,86,5
22989,Switzerland,45.5,14,3
21665,Channel Islands,45.5,70,1
21819,France,45.42,74,3
22027,Switzerland,45.36,108,6
22037,Switzerland,45.36,108,7
22135,France,45.36,108,5
21507,Switzerland,45.36,108,5
22983,EIRE,45.36,108,5
21801,EIRE,45.36,108,3
22037,EIRE,45.36,108,9
84493,France,45.36,567,1
21803,EIRE,45.36,108,3
22027,Denmark,45.36,108,7
21507,EIRE,45.36,108,9
22716,Switzerland,45.36,108,7
22232,France,45.28,48,4
16237,France,45.15,215,8
22059,EIRE,45.12,48,3
20704,Germany,45.1,18,3
22403,Germany,45.05,85,7
84997B,Bermuda,45.0,12,1
21774,Japan,45.0,36,1
23252,France,45.0,12,3
23082,Cyprus,45.0,12,1
84836,Switzerland,45.0,36,3
23229,Spain,45.0,12,2
23229,Belgium,45.0,12,2
21912,Belgium,45.0,12,3
22435,Switzerland,45.0,36,3
21231,United Arab Emirates,45.0,36,2
79067,Denmark,45.0,12,2
22508,Portugal,45.0,12,3
22511,Spain,45.0,12,3
21272,Greece,45.0,36,2
22619,Italy,45.0,12,2
22686,EIRE,45.0,36,2
21098,Channel Islands,45.0,36,3
21821,France,45.0,12,2
22435,Australia,45.0,36,2
21272,Israel,45.0,36,1
21354,Portugal,45.0,36,3
22982,Finland,45.0,36,3
22978,Finland,45.0,12,2
37370,Belgium,45.0,36,1
22805,Germany,45.0,36,3
21874,Spain,45.0,36,3
85049H,Spain,45.0,36,3
22978,Poland,45.0,12,2
22966,Portugal,45.0,36,3
22975,Belgium,45.0,36,3
21070,EIRE,45.0,36,4
21067,Germany,45.0,36,2
23160,EIRE,45.0,36,2
23423,Germany,45.0,12,2
21992,Switzerland,45.0,36,2
84569D,Norway,45.0,36,1
23162,Spain,45.0,12,2
35233,United Kingdom,45.0,12,10
84997A,Channel Islands,45.0,12,1
22982,Norway,45.0,36,3
21439,Switzerland,45.0,36,1
22978,Norway,45.0,12,2
22204,Germany,45.0,12,3
22749,Austria,45.0,12,2
23333,Italy,45.0,36,2
22217,EIRE,45.0,36,3
21437,Channel Islands,45.0,12,1
90013A,EIRE,45.0,12,2
85169D,France,45.0,36,3
21913,Switzerland,45.0,12,2
21668,France,45.0,36,3
21466,Spain,45.0,12,2
22619,Hong Kong,45.0,12,1
23083,Cyprus,45.0,12,1
47503E,EIRE,45.0,36,3
22960,Singapore,45.0,12,1
85178,Switzerland,45.0,36,2
22550,Australia,45.0,12,1
21618,EIRE,45.0,12,2
22128,Australia,45.0,36,2
23275,Germany,45.0,36,3
22773,Norway,45.0,36,3
21478,United Arab Emirates,45.0,12,1
22113,Italy,45.0,12,2
21808,Spain,45.0,12,1
22982,Germany,45.0,36,3
23267,Switzerland,45.0,36,2
22750,Italy,45.0,12,2
84509C,EIRE,45.0,12,3
16161C,United Kingdom,45.0,450,2
21010,France,45.0,36,2
22178,Greece,45.0,36,3
84685,Germany,45.0,12,2
22619,Sweden,45.0,12,1
15060B,Portugal,45.0,12,2
85049E,Belgium,45.0,36,3
47585A,Finland,45.0,12,1
22357,Austria,45.0,12,1
84279P,Finland,45.0,12,2
22975,Switzerland,45.0,36,3
23264,France,45.0,36,3
22254,Belgium,45.0,36,3
22569,Germany,45.0,12,2
21912,Switzerland,45.0,12,2
37370,Switzerland,45.0,36,2
21637,Switzerland,45.0,36,1
20674,RSA,45.0,36,1
84509A,Finland,45.0,12,1
22399,EIRE,45.0,36,3
47504G,EIRE,45.0,36,3
20971,Belgium,45.0,36,2
23333,EIRE,45.0,36,3
21637,Austria,45.0,36,1
21732,Netherlands,45.0,12,1
23480,Iceland,45.0,12,1
23358,Belgium,45.0,12,1
22511,Switzerland,45.0,12,1
84380,Italy,45.0,36,2
21218,Austria,45.0,12,2
21913,Belgium,45.0,12,3
22494,Denmark,45.0,36,2
85097B,Netherlands,45.0,12,1
21670,Austria,45.0,36,3
21071,EIRE,45.0,36,3
21808,Cyprus,45.0,12,1
84997B,Iceland,45.0,12,2
23351,Spain,45.0,36,2
23275,EIRE,45.0,36,3
21894,Germany,45.0,36,3
84997C,Italy,45.0,12,1
21231,Unspecified,45.0,36,3
71053,Switzerland,45.0,12,1
23328,Germany,45.0,12,1
21218,Hong Kong,45.0,12,2
21071,Spain,45.0,36,3
85183B,Germany,45.0,36,3
22619,Belgium,45.0,12,2
84997C,Iceland,45.0,12,2
23263,Germany,45.0,36,3
22966,Switzerland,45.0,36,2
22568,France,45.0,12,2
20696,Netherlands,45.0,12,1
84279B,Finland,45.0,12,3
84997B,Italy,45.0,12,2
79067,Netherlands,45.0,12,2
37495,Portugal,45.0,12,3
23100,Germany,45.0,36,3
22204,Australia,45.0,12,3
POST,Cyprus,45.0,3,3
21272,EIRE,45.0,36,3
21009,EIRE,45.0,36,2
22774,Iceland,45.0,36,3
84912B,EIRE,45.0,12,2
22619,Unspecified,45.0,12,3
22241,United Arab Emirates,45.0,36,3
22609,Germany,45.0,108,3
22619,Netherlands,45.0,12,2
23118,Channel Islands,45.0,6,2
85183A,EIRE,45.0,36,3
79067,Spain,45.0,12,1
22750,Austria,45.0,12,2
23382,Germany,45.0,12,2
84997D,Iceland,45.0,12,2
21747,Germany,45.0,36,3
22098,Belgium,45.0,36,3
85183B,EIRE,45.0,36,3
22729,Iceland,45.0,12,3
85049F,Switzerland,45.0,36,2
21868,Spain,45.0,36,2
72724,United Kingdom,45.0,36,11
85049G,Channel Islands,45.0,36,2
23480,Denmark,45.0,12,1
84997D,United Arab Emirates,45.0,12,1
22508,Switzerland,45.0,12,1
23299,Poland,45.0,12,1
20941,France,45.0,36,2
22128,France,45.0,36,1
22070,Unspecified,45.0,12,1
23358,Italy,45.0,12,1
23153,EIRE,45.0,12,3
84978,France,45.0,36,3
23061,EIRE,45.0,36,3
23168,Germany,45.0,36,3
22280,Germany,45.0,36,3
85183A,Norway,45.0,36,1
85183B,Norway,45.0,36,1
21915,Norway,45.0,36,3
21791,Hong Kong,45.0,36,2
22855,EIRE,45.0,36,2
21948,Germany,45.0,36,1
21068,Germany,45.0,36,3
23566,France,45.0,36,3
84978,Germany,45.0,36,2
23083,France,45.0,12,1
23229,Germany,45.0,12,2
22127,Channel Islands,45.0,36,1
22719,Germany,45.0,36,3
21912,Sweden,45.0,12,2
21993,Switzerland,45.0,36,2
85059,Germany,45.0,12,3
22550,Denmark,45.0,12,3
22253,France,45.0,36,3
22674,Spain,45.0,36,3
22128,Sweden,45.0,36,2
20692,Spain,45.0,12,1
21947,Singapore,45.0,36,2
21746,Switzerland,45.0,36,2
23358,Norway,45.0,24,2
84946,Cyprus,45.0,36,3
21875,France,45.0,36,3
22510,Switzerland,45.0,12,1
84997C,Bermuda,45.0,12,1
21947,EIRE,45.0,36,2
22073,Spain,45.0,12,1
22099,Sweden,45.0,36,1
21774,France,45.0,36,3
21888,Denmark,45.0,12,3
21430,Norway,45.0,12,1
22349,Italy,45.0,12,1
23267,France,45.0,36,3
22733,Spain,45.0,36,2
22349,Denmark,45.0,12,1
21821,Spain,45.0,12,1
84828,Spain,45.0,36,3
47593A,France,45.0,36,2
22592,Spain,45.0,12,2
22960,Lebanon,45.0,12,1
21447,Channel Islands,45.0,36,2
23306,Spain,44.95,31,4
22365,Sweden,44.94,6,1
22366,Channel Islands,44.94,6,2
23625,United Kingdom,44.91,9,4
21685,United Kingdom,44.85,3,2
22838,Italy,44.85,3,2
22762,Channel Islands,44.85,3,2
21659,EIRE,44.85,3,2
22762,EIRE,44.85,3,3
21752,Cyprus,44.85,3,1
22838,Spain,44.85,3,3
20803,Poland,44.82,54,3
23318,Unspecified,44.82,18,2
16218,France,44.8,480,4
90135,United Kingdom,44.75,9,3
21055,Cyprus,44.75,5,2
23542,Australia,44.7,6,1
23019,Australia,44.7,6,1
23543,Norway,44.7,6,1
23542,Norway,44.7,6,1
84402B,United Kingdom,44.61,51,4
22784,Spain,44.55,9,3
90197D,United Kingdom,44.55,9,4
23114,Denmark,44.55,9,1
22720,Cyprus,44.55,9,3
21706,Portugal,44.55,9,2
90161B,Germany,44.55,9,1
22325,Spain,44.55,9,1
22118,EIRE,44.55,9,2
22472,Italy,44.55,9,3
22939,Netherlands,44.55,9,3
22325,Switzerland,44.55,9,1
21709,Portugal,44.55,9,2
23114,EIRE,44.55,9,1
23115,Belgium,44.55,9,1
22223,EIRE,44.55,9,3
22474,Italy,44.55,9,3
21533,Finland,44.55,9,2
22617,Spain,44.55,9,2
22325,Australia,44.55,9,3
22222,Singapore,44.55,9,1
22507,Spain,44.55,9,3
23192,Portugal,44.55,27,4
22721,France,44.55,9,3
21584,Portugal,44.55,27,3
22784,Norway,44.55,9,3
23114,Belgium,44.55,9,1
22138,Lithuania,44.55,9,1
85232B,Austria,44.55,9,1
85232A,EIRE,44.55,9,3
23184,Spain,44.55,9,4
22784,Italy,44.55,9,2
21534,Germany,44.55,9,3
22139,Channel Islands,44.55,9,2
22325,Finland,44.55,9,1
22617,Canada,44.55,9,2
35241,Portugal,44.55,9,2
22325,Sweden,44.55,9,3
47505,Germany,44.55,9,3
22139,Netherlands,44.55,9,1
22913,Israel,44.55,9,1
72796B,United Kingdom,44.55,27,13
22912,France,44.55,9,2
84228,Australia,44.4,120,1
79066k,United Kingdom,44.37,27,17
21209,France,44.28,36,3
90011A,United Kingdom,44.28,15,15
22668,Israel,44.25,15,1
21932,Channel Islands,44.25,15,3
84586L,United Kingdom,44.25,15,9
22089,Spain,44.25,15,3
22668,Belgium,44.25,15,3
21933,Channel Islands,44.25,15,3
21936,Channel Islands,44.25,15,3
37502,Italy,44.25,15,2
21936,Italy,44.25,15,3
22668,Finland,44.25,15,2
22667,Spain,44.25,15,4
35085E,United Kingdom,44.25,39,9
22393,EIRE,44.22,66,5
22348,Netherlands,44.2,52,3
22601,Spain,44.2,52,4
90125E,United Kingdom,44.19,18,17
21982,Switzerland,44.16,144,3
79190A,Belgium,44.1,105,6
22149,USA,44.1,21,3
22149,France,44.1,21,4
22098,Norway,44.04,60,3
16045,Germany,44.0,900,8
22487,Switzerland,43.95,5,2
35815B,United Kingdom,43.94,95,3
22074,Germany,43.92,72,4
20996,EIRE,43.92,144,6
85032B,Germany,43.8,54,5
22605,Singapore,43.8,4,1
37352,United Kingdom,43.75,35,7
17014C,United Kingdom,43.75,97,2
21226,Germany,43.75,35,3
23242,France,43.68,21,5
21916,EIRE,43.68,104,5
71038,EIRE,43.6,8,2
70006,EIRE,43.5,42,2
23268,France,43.5,30,3
21161,France,43.5,30,3
23198,Spain,43.5,30,4
23033,Germany,43.5,30,4
79063C,United Kingdom,43.46,234,13
90042B,United Kingdom,43.35,17,6
22600,France,43.35,51,5
35822P,United Kingdom,43.32,114,1
21703,France,43.26,103,10
22150,Channel Islands,43.2,24,3
22900,Spain,43.1,14,2
22091,France,43.08,84,3
22944,France,43.08,84,2
22398,Netherlands,43.08,84,2
22097,EIRE,43.08,84,2
37503,Spain,43.0,4,2
37503,USA,43.0,4,1
37503,Germany,43.0,4,2
37503,Portugal,43.0,4,2
85141,Spain,43.0,4,3
22832,Germany,43.0,4,2
23038,United Kingdom,42.92,44,8
84993a,United Kingdom,42.71,51,30
21596,United Kingdom,42.64,10,9
20871,Bahrain,42.6,30,2
84406B,Austria,42.6,12,2
22280,Portugal,42.6,30,3
20724,Austria,42.5,50,2
22355,Sweden,42.5,50,4
20723,Japan,42.5,50,1
21063,Spain,42.5,50,5
21125,Spain,42.5,34,4
22752,Unspecified,42.5,5,2
20719,Iceland,42.5,50,5
22356,Finland,42.5,50,5
22852,France,42.5,10,2
22199,Cyprus,42.5,10,4
90024A,United Kingdom,42.5,5,4
22207,Italy,42.5,10,2
22627,Cyprus,42.5,5,3
20738,EIRE,42.5,50,2
22625,Cyprus,42.5,5,3
22624,Cyprus,42.5,5,3
23210,Spain,42.5,34,2
20723,Portugal,42.5,50,5
35810A,Finland,42.48,42,3
35953,Germany,42.44,100,3
21917,Germany,42.42,101,5
21287,EIRE,42.36,84,2
16238,France,42.21,201,8
22209,Spain,42.09,27,3
72771C,United Kingdom,42.08,54,6
46000S,EIRE,42.05,29,4
22620,Unspecified,42.05,29,3
20860,United Kingdom,42.0,20,11
23231,Switzerland,42.0,100,4
22379,Channel Islands,42.0,20,3
22985,Germany,42.0,100,2
22708,France,42.0,100,4
22377,Channel Islands,42.0,20,3
16161P,Spain,42.0,100,4
23004,Germany,42.0,100,5
16161P,Netherlands,42.0,100,3
22440,France,42.0,100,5
22046,Portugal,42.0,100,3
16156L,EIRE,42.0,100,4
16169E,France,42.0,100,4
16169E,EIRE,42.0,100,3
22045,Spain,42.0,100,4
22045,Netherlands,42.0,100,4
22380,Switzerland,42.0,20,2
16169C,Switzerland,42.0,100,1
21499,Switzerland,42.0,100,4
22965,Spain,42.0,20,3
22052,France,42.0,100,4
21500,Channel Islands,42.0,100,4
22959,EIRE,42.0,100,4
23546,EIRE,42.0,100,3
22078,Channel Islands,42.0,20,1
22532,EIRE,42.0,100,4
22441,Switzerland,42.0,20,2
22380,Singapore,42.0,20,1
22380,France,42.0,20,4
16014,Poland,42.0,100,5
21155,Netherlands,42.0,20,2
22057,EIRE,42.0,40,3
22078,Spain,42.0,20,2
22051,France,42.0,100,4
