catalog_id,brand,title,description,price,currency,cluster_id
45620476,,Evolis Primacy RibbonBlack Ribbon 2000 Prints For use with Evolis PrimacyUnsure which ribbon you need? Give us a call on 0567712650 or send us an email: sales@cardlogic.ie - we'll set you right,Evolis Primacy RibbonBlack Ribbon 2000 Prints For use with Evolis PrimacyUnsure which ribbon you need? Give us a call on 0567712650 or send us an email: sales@cardlogic.ie - we'll set you right,37.48,EUR,1794890
8757303,,watch only time man Tissot Heritage T1184101105700,Tissot Men's Time Only Watch from the Heritage Collection of the Visodat Line.Watch Name: Tissot Heritage Visodat.With 316L Round Shape Stainless Steel Case Size 40Mm With A Thickness Of 10.66Mm And Distance Between The Lugs Of 20Mm. Domed scratch-resistant sapphire. The dial is black with Arabic nu,320.00,EUR,616115
20044617,,LOGITECH - HD WEBCAM C270 PACKAGING REFRESHIN CAM,LOGITECH HD WEBCAM C270 PACKAGING REFRESHIN CAM (960-001063),1070.00,DKK,79254
68876228,Samyang,Samyang 24mm F1.4 Nikon AE,"Samyang 24mm F1.4 Nikon AEKorean company Samyang has just introduced a new full frame, wide angle and manual lens Samyang 24 mm f/1.4 ED AS UMC. The lens will be available on Canon, Nikon, Sony Alpha, Pentax, Samsung NX and Four Thirds mounts.Optics of the lens has been constructed based on the syst",499,EUR,404077
25251155,,Tissot T-Touch Expert Solar Watch T0914204605101,,,,4560747
45833973,Traveler's Company,Traveler's Company Traveler's Company Notebook Accessories,,6.00,USD,5041507
75223780,,ASUS GRAPHICS CARD DUAL GTX 1660S EVO 6GB DDR6 2X HDMI 1X DVI-D 1 X DISPLAY PORT 2 X FAN MAX DISPLAY SUPPORT:4 500W 3 YEAR CARRY IN WARRANTY,,,,964313
92349368,,New Era NY Yankees MLB 9Fifty Cap Baseball sapka,,10520,HUF,76491423
20735043,,DJI Car Charger for Mavic Pro,PRODUCT HIGHLIGHTS -Charge from Car / 12 VDC Power SourceThe Car Charger from DJI allows you to charger your Mavic Pros batteries from a car or other suitable 12 VDC power source.,6.5E1,USD,1430778
85021449,AMD,"AMD Ryzen 5 1500X Box AM4 (3,500GHz) YD150XBBAEBOX with Wraith Spire cooler",,143.85,EUR,2442999
59617619,,Full Frame E-Mount FE20mm F1.8 Wide Angle G Lens,"Sony's latest optical technology achieves impressive corner-to-corner resolution from maximum F1.8 aperture in a large-aperture wide-angle prime lens. It is also remarkably compact, and matched with an E-mount body makes up a versatile, mobile system with outstanding AF performance, control, and rel",1649.0,AUD,884409
72591739,,Logitech H151 On-Ear Stereo Headset,"Immerse yourself in your own music with H151 Stereo Headset from Logitech. It works with on all operating systems and any devices via its 3.5mm audio jack connection. You can expect true comfort even with extended use of your headphones, thanks to its adjustable headband with ultra-soft foam ear cus",37.43,NZD,24792
54933824,Shimano,Shimano Pastiglie j04c m9000/9020 metal xtr/xt/slx/alfine,PASTIGLIE J04C M9000/9020 METAL XTR/XT/SLX/ALFINE,22.90,EUR,2507918
81257793,,Apple AirPods wWireless Charging Case,,199.00,USD,1994510
78303938,,Manfrotto Head Fluid XPro 2 Way QR with Fluidity selector,"Adjustable fluidity on tilt movement for smoother shootingProfessional fluid drag for pan and tilt movementsVersatile flat base for multiple tripod connectionsQuick and easy to set up and switch from photo to videoDurable, lightweight aluminium construction",239,AUD,255513
80918812,Fujifilm,Fujifilm XF 8-16mm f/2.8 R LM WR Zoom Lens,The Fujifilm XF 8-16mm f/2.8 R LM WR is a fast ultra-wide-angle zoom lens with outstanding edge-to-edge image-resolving performance and f/2.8 maximum aperture that make this product a perfect choice for landscape and architecture photography.,42995.00,ZAR,37091
38112967,,HIKVISION DS-7216HQHI-K1 2 MEGAPIXEL (2MP) HYBRID 16 CHANNEL DVR,The HIKVISION DS-7216HQHI-K1 is the Fourth Generation TURBO 4 DVR. This DVR use H.264 and Duel stream video compression and uses a BNC interface for camera input. The TURBO range of DVRs are able to support up to 3MP HD-TVI Input on the first 2 BNC channels and 2MP (1080P on all other channels. This,,,4045323
67415262,Ubiquiti,Ubiquiti UniFi 2MP 1080p Wide-angle Full HD Camera - 3 Pack,Adjustable lens and swivel base for vertical and horizontal viewing angle adjustments,225.99,,266703
11658050,,Epson T7554 Patron Yellow 4K (Eredeti),39ml tintapatron 8010DW/8510DWF,24321,,2806654
87945154,,Cooler Master MasterCase H500M Cabinet,FEATURES INTERCHANGEABLE FRONT PANELS: Choose between the mesh front panel for optimized airflow or the glass option for a balance of aesthetics and performance with the included accessory. ADDRESSABLE RGB FANS: Move air stylishly and quietly with two 200mm Addressable RGB fans controlled by an incl,18900.00,INR,356251
64888074,,ROG Strix X570-F Gaming Socket AM4 ATX AMD X570,"Processor manufacturer: AMDCompatible processor series: AMD Ryzen 3 3rd Gen, 2nd Generation AMD Ryzen™ 3, 2nd Generation AMD Ryzen™ 5, 3rd Generation AMD Ryzen 5, 2nd Generation AMD Ryzen™ 7, 3rd Generation AMD Ryzen 7, 3rd Generation AMD Ryzen 9Maximum number of SMP processors: 1Processor socket: S",2768.50,DKK,80156
19375353,,FUJIFILM Fujinon XF 27mm f/2.8 Aspherical Lens - Black,"The FUJIFILM Fujinon XF 27mm f/2.8 Aspherical Lens - Black is a versatile 41mm-equivalent prime that is ideal for travel and everyday shooting. Its f/2.8 maximum aperture helps to realize its slim stature, and also suits working in difficult lighting conditions and offers control over depth of field",449.95,USD,304177
58269311,,Epson Papel Premium Glossy Photo 255 gr 13 x 18cm 30h.,,7.53,EUR,157548
47977823,,CANON PGI-72 PBK/GY/PM/PC/CO Multi Pack,,,,1769614
66749842,,"Details aboutNEW 2020 Shimano Dura Ace 11 Speed Cassette Fits Ultegra, Sram: CS-R9100: 11-28",,218.88,,1915922
56392806,,ASUS AMD RADEON RX 5500 XT DUAL EVO OC 8GB GDDR6 RDNA PCIe 4.0 GRAPHICS CARD,Key FeaturesAMD Radeon RX 5500 XT8GB GDDR6 MemoryClock 1737 MHz3x DisplayPort | 1x HDMIAxial-tech Fan Design90YV0DV1-M0NA00,5079.00,ZAR,2326232
17120480,Logitech,Logitech H390 Headset - 2.0,Stereo Headset H390,39.95,EUR,149318
86355040,,Zebra Black Monochrome Ribbon 800011-101 - 1000 Prints,,£12.99,GBP,1542544
52332060,Daniel Wellington,Daniel Wellington Classic St. Andrews Watch | Rose Gold 40mm,You'll find your quest for the perfect wristwatch ends the moment you try on the sophisticated silhouette of the Daniel Wellington Classic St. Andrews Men's Watch. [Details] Strap: Leather Strap Color: Brown Case Color: Rose gold Dial Color: Eggshell white Movement: Japanese Quartz Movement Case Dia,229.00,USD,667096
56562122,,Seiko Prospex Sumo Green Dial,"Seiko Prospex challenges every limit, with a collection of timepieces for sports lovers and adventure seekers whether in the water, in the sky or on land. Since launching Japan’s first diver’s watch in 1965, Seiko’s innovative technology has changed global standards. We are constantly striving to br",739.0,GBP,4060886
75242277,Canon,Canon PGI-72 PBK/GY/PM/PC/CO Multipack,,57.51,EUR,1769614
75154223,,Western Digital Blue SSD 2TB M.2 2280 SATA III 6GB/s 3D Nand Flash,"WD Blue 3D NAND Internal SSD M.2 SATA - 2 TBUses 3D NAND technology not only for higher capacities (up to 2TB) than the previous generation WD Blue SSDs, but also to help reduce cell-to-cell interference for enhanced reliability.Offering improved endurance, a WD Blue 3D NAND SATA SSD features an act",217.35,EUR,761924
4278980,AMD,YD2400C5FBBOX AMD RYZEN 5 2400G Quad-Core 3.6 GHz 3.9 GHz Turbo Socket AM4 65W YD240 14NM 65W Processor. New Bulk Pack.,"YD2400C5FBBOX AMD RYZEN 5 2400G Quad-Core 3.6 GHz 3.9 GHz Turbo Socket AM4 65W YD240 14NM 65W Processor.General InformationManufacturer Advanced Micro Devices, IncManufacturer Website Address http://www.amd.comBrand Name AMDProduct Line Ryzen 5Product Model 2400GProduct Name Ryzen 5 Quad-core 2400G ",195,USD,1442607
17377025,,Oakley Jawbreaker Matte Black with PRIZM Road,Jawbreaker™ is the ultimate sport design - answering the demands of world-class athletes with a 40 year heritage of uncompromising excellence. Oakley innovation has reached the pinnacle of performance by offering everything from surge ports for cooling airflow to Unobtainium® components for a comfor,219.0,USD,1203171
2214493,,APC RT 20000 VA RM 230V Smart-UPS,"APCSmart-UPS On-Line,16 kW /20 kVA,Input230V, 400V 3PH /Output230V, Interface Port DB-9 RS-232, RJ-45 10/100 Base-T, Smart-Slot, Extended runtime model, Rack Height 12U",36633.450001,AED,280415
9138065,,Razer Basilisk V2 Wired Ergonomic Gaming Mouse,Description :Movement Technology:Focus+ OpticalProgrammable Buttons:11Scroll Wheel:Gaming-grade tactile scroll wheel with infinitely customizable resistanceResolution:20000DPIMax. Acceleration:50gMax. Speed:650ipsInterface:USBCable Type:2.1mProduct Width:62mmProduct Length:129mmProduct Height:43mmPa,339.00,QAR,844661
23313027,,S&S1: Sword & Shield Booster Pack,,3.99,USD,991074
43979051,,"Zotac , Geforce Rtx 2060 Super, 8 Gb, Gddr6, 256 Bit, 4096 X 2160",", Geforce Rtx 2060 Super, 8 Gb, Gddr6, 256 Bit, 4096 X 2160 Pixeles, Pci Express 3.0",415.33,EUR,3100816
12059754,,WD Blue 2TB Desktop Hard Disk Drive - 5400 RPM SATA 6 Gb/s 64MB Cache 3.5 Inch,WD Blue 2TB Desktop Hard Disk Drive - 5400 RPM SATA 6 Gb/s 64MB Cache 3.5 Inch - WD20EZRZCanDo I.T Warranty: 30 Days DOAManufacturer Warranty: 3 Years,89.99,CAD,2002887
46030392,Pokemon,Pokemon Pokemon Rebel Clash Booster,Pokemon Rebel Clash Booster,3.99,USD,2490160
16637109,,RAM® X-Grip® Phone Mount with RAM® Torque™ Medium Rail Base,"OVERVIEWTake your mobile entertainment on the road with the new RAM® Torque™ handlebar and rail mounting base. We’ve paired a B-sized 1” rubber ball base that accommodates bars 3/4"" - 1"" in diameter with the dynamic X-Grip® for phones. Sizing inserts are included to provide a snug fit and offer addi",115,SGD,3692108
41132816,Maxxis,"Maxxis Maxxis Highroller 2 Tire, 27.5 x 2.5\"" 3C EXO TR",,75.00,USD,729259
89829635,WESTERN DIGITAL,WD 250GB Blue Series m.2 SSD WDS250G2B0B,HDSSD00250WDC003,456.66,TRY,3065693
30114774,Hewlett Packard,"HP 300 GB 2.5\"" Internal Hard Drive - SAS - 10000 - Hot Pluggable - 1 Pack",SAS - 10000 - Hot Pluggable - 1 Pack,207.91,GBP,3747560
13129556,,Nikon AF-S 24-85mm f3.5-4.5 G ED VR,"Perfect for FX format Nikon DSLRs, this Nikon 24-85mm f3.5-4.5 G ED VR lens is extremely flexible and useful for a big range of uses. Starting at a very wide 24mm this lens can easily be used for landscapes and group shots and with its 3.6X optical zoom taking you out to 85mm you can carry it to cap",799.95,AUD,21809
76532384,SanDisk,SanDisk Extreme PRO UHS-II SD Card Reader USB 3.0,"Maximize workflow efficiencyThe SanDisk Extreme PRO® SDTM UHS-II Card Reader/Writer is designed to increase workflow efficiency for professional photographers and videographers. Small enough for fieldwork, the compact reader is built to handle the high-performance demands of UHS-II card technology a",58,AUD,137095
65657820,,D-Link DGS-1210-24,"The DGS-1210-24 is part of D-Link’s 3rd generation of Web Smart Switches that integrates advanced management and security functions for performance and scalability.Featuring an innovative fanless design that ensures quiet operation and a longer life span, the DGS-1210-24 provides a complete and affo",126.15,GBP,793378
29412015,,Swiss Military Hanowa Flagship Horloge,,199.00,EUR,5860529
37994614,,"Ubiquiti UAP-AC-PRO-5 Wi-Fi, 802.11 a/b/g/n/ac, 2.4/5.0 GHz, 2, Web-based management, 1.3 Gbit/s, Power over Ethernet (PoE), 10,",,2984.79,PLN,68127
10005140,Logitech,Logitech H650E Dual USB Headset stereo,"It is ideal for employees who need to block off surrounding noise for laser-like focus during desktop calls.Comfortable, stylish and intuitive so people actually love to use them - further enhancing UC collaboration in your workplace.In-call LED red-light indicatorFlexible microphone boomQuick-acces",61.90,EUR,683214
64191452,Samsung,Samsung 970 EVO MZ-V7E1T0BW - Solid state drive - krypteret - 1 TB - intern - M.2 2280 - PCI Express 3.0 x4 (NVMe) - 256-bit AES - TCG Opal Encryption 2.0,,1068,DKK,106914
29319775,,JABRA EVOLVE 20 MS STEREO NC BIN,Jabra EVOLVE 20 is a entry level UC headset offering a good UC experience for your conference and voice calls but also music listening.,503.250,HKD,182172
87668280,,D'Addario XT Coated Acoustic Phospher Bronze Medium 13-56,"D'Addario XT Acoustic Phosphor Bronze strings combine our most popular acoustic alloy with an advanced corrosion resistance treatment on every string in the set, preserving the natural tone and feel of uncoated strings. Available for 6 and 12-string acoustic guitar ranging from extra-light to medium",2.7E1,AUD,1456309
11096579,,"3M - Privacy Filter 27\"" WideS LCD","3M Privacy Filter 27\"" WideS LCD (PF270W9B) - Type: Skjermbeskyttelse",1993.75,NOK,2996705
27774503,,"Crucial 480GB 2,5\"" SATA SSD BX500",,249,PLN,125897
10320617,,ASUS Scheda Madre TUF X470-PLUS GAMING AMD X470,,"€ 198,00",EUR,939822
97294565,Shimano,SH11 SPD-SL 6 Degree Pedal Cleats,Shimano SPD-SL SM-SH11 Pedal CleatsReplace your worn-out cleats with these genuine Shimano SPD-SL SH11 Pedal Cleats. They are compatible with three-bolt road shoes and Shimano SPD-SL road pedals. The non-slip rubber base makes times when you're off the bike and walking a little easier and coloured t,18,GBP,532781
53125631,,Corsair ML140 Pro Ventola PWM 140 LED Ross,Corsair ML140 Pro Ventola PWM 140 LED Ross,24.9,EUR,387671
39528474,,WS-C2960-48TC-L Cisco Catalyst 2960 Network Switch (New),"Condition: NEWAvailability: End Of Life - Inventory May Be LimitedCisco 2960 Ethernet Switch - 48 port switch - 48 x 10/100Base-TX, 2 x 10/100/1000Base-T (WS-C2960-48TC-L)Cisco Catalyst 2960 Series Intelligent Ethernet Switches are a new family of fixed-configuration standalone devices that provide ",9.93E2,USD,3739198
90972374,,JABRA Biz 2300 Noise Canceling - Stereo,The new BIZ 2300 headset series features best-in-class noise cancelation and sound for crystal clear conversations and a great customer experience. It blends lightweight design with durable construction for all day comfort and performance.Available in Mono (single earpiece to keep in touch with your,1725.00,ZAR,666306
33088663,Seiko,Seiko Presage SRPD41 Blue Date Automatic,Reference number SRPD41J1 Steel Year 2020 Watch with original box Watch with original papers,419,USD,143712
54638000,,Sony E-Mount 30mm f3.5 Macro,"With its 1:1 magnification ratio, this Sony macro lens enables you to capture life size images of a range of common macro subjects, such as bugs and flowers, or anything else that you can get your camera in close to. Not just a close-up option, the wide-normal focal length of this Sony 30mm f3.5 len",549.95,AUD,213496
41364196,,Kšiltovka New Era Clean Trucker Chicago Bulls,,658,CZK,46857262
51385541,,Intel Core i7 9700f Coffee Lake Refresh Eight Core 3.0 GHz 1151,"Intel® Optane™ Memory SupportedIntel® Optane™ memory is a revolutionary new class of non-volatile memory that sits in between system memory and storage to accelerate system performance and responsiveness. When combined with the Intel® Rapid Storage Technology Driver, it seamlessly manages multiple t",399.00,GBP,779562
34500362,Razer,Razer Viper Ultimate Gaming Mouse + Mouse Dock,,159.99EUR,EUR,782653
81071096,Sony,Sony E30mm F3.5 Lens SEL30M35//C SYX,"Light, compact macro lens delivering high image qualityIdeal for close-ups of flowers, inse...",0.0,INR,213496
80792673,,WEBCAM LOGITECH C920 NEGRA FULL HD,WEBCAM LOGITECH C920 NEGRA FULL HD 1080P 15MP,84.6395,EUR,236410
47613742,,Extreme Sdxc 128Gb 150Mb/S C10 U3,SanDisk 128GB 150MB/s Extreme SDXC UHS-I CardThe SanDisk Extreme SD UHS-I memory card delivers performance that lets you take control of your creativity. With shot speeds of up to 70MB/s and UHS speed Class 3 (U3) recording youâre ready to capture stunning high-resolution stutter-free 4K UHD video,8.499E1,NZD,2427670
71348936,HYDRO FLASK,HYDRO FLASK HYDRO FLASK 32OZ WIDE MOUTH BOTTLE-SUNFLOWER,"Big enough for a whole day on the river or trails, the Hydro Flask 32 oz Wide Mouth Bottle is made with professional-grade stainless steel and a wider opening for faster fill. The Color Last™ powder coat is dishwasher safe for even more convenience. Cold",44.95,USD,489587
34298415,,WD HDD 1TB My Passport Black,WD HDD 1TB My Passport Black Hard diskovi,153.60,BAM,472560
69281741,,Shimano HG601 Road/MTB Chain 11-Speed Sil-Tec w/Quick Link,Standard Shimano chain for 11-speed road/MTB drivetrains.,59.99,NZD,1124550
47478087,,"Samsung T7 Touch 1TB Portable SSD ,USB 3.2 Gen 2 (10Gbps) , Up to1050MB/s, Fingerprint Encryption -- Silver Color","Samsung T7 Touch 1TB Portable SSD ,USB 3.2 Gen 2 (10Gbps) , Up to1050MB/s, Fingerprint Encryption -- Silver Color",3.9899E2,NZD,1307351
37427126,Corsair,Corsair ML Series ML140 Premium Magnetic Levitation,,329,SEK,456079
69401250,Shimano,Shimano 105 R7000 11 Speed Rear Derailleur,"Shimano 105 R7000 Series will empower more riders than ever before to embrace the sport of road cycling. It will become the supportive groupset that beginner riders choose to help them train for, and ride in more serious races. By combining trickle down technology with a greater accessibility, SHIMA",£48.00,GBP,1323492
84771715,,Length double socket arm- RAM,"The RAM-B-201U-A, short double socket arm, has a socket at both ends that accommodates 1\"" ball bases. RAM socket technology allows for almost infinite adjustment and perfect viewing angles.","10,83 €",EUR,394619
45677006,,Logitech™ C922 Pro Stream FHD WebCam 960-001090(1 year Warranty in Singapore),Logitech™ C922 Pro Stream FHD WebCam 960-001090(1 Year Warranty in Singapore)TheLogitech C922 Pro Stream FHD Webcamlets you create 1080p videos as well as stream online with fluid movements by offering 60 fps when recording at HD 720p. The C922 comes with Personify that provides a background replace,180.00,SGD,58883
5650508,,Swiss Military Hanowa 06-4226.30.003.03 Immersion Chrono,,31200,RUB,2080188
84836014,ASUS,Asus RadeonTUF 3 RX5700 XT Gaming 8 GB DDR6 OC,Asus RadeonTUF 3 RX5700 XT Gaming 8 GB DDR6 OC,480,EUR,649471
18057818,,"Kingston A400 2.5\"" 240GB SATA III Solid State Drive",Bargain SSD with a capacity of 240GB With Super Smooth performance due to it's SATA III interface and super Smooth 500Mbps read speed .,2.591E1,GBP,335396
45357929,,Corsair Vengeance RGB LED Pro White DDR4 3000MHz 2x8GB(CMW16GX4M2C3000C15W),,29245,HUF,1857840
8681806,,New Era Clean Trucker Chicago Bulls Cap Baseball sapka,,8550,HUF,46857262
39597438,,"Corsair Vengeance LPX 16GB, DDR4, 2400MHz (PC4-19200), CL16, 1.2V, XMP 2.0,DIMM Memory","Designed for high-performance overclocking on Intel X99 and 100 Series motherboardsVengeance LPX memory is designed for high-performance overclocking. The heatspreader is made of pure aluminum for faster heat dissipation, and the eight-layer PCB helps manage heat and provides superior overclocking h",111.99,AUD,150984
77765924,,Copyway Compatible Toner Samsung CLT-K406S Black - Premium,Yield Page : 1500Printers to be used with : SAMSUNG CLP-360/365/366/365W/368SAMSUNG CLX-3300/3305/3305W/3305FW/3305FN,17.00,USD,3240283
60309105,QBP,SRAM Guide Trail Metal Brake Pad,Original equipment pads for no-compromise disc brake performance.--Original equipment pads for no-compromise disc brake performance.,25.0,USD,183990
26855298,,D-LINK/NET/24X1GB POE SWITCH /+ 4 SFP/L2/RM,D-link 24 PoE 10/100/1000 ports + 4 Gigabit SFP ports Web Smart Switch/ 48 Gbps Switching Capacity/ Fanless/ Reset Button x 1/ 13-inch/ 1U Desktop,7689.19,ZAR,56526
19735735,Garmin,Garmin Venu - Black with Slate Hardware (010-02173-12),"Garmin VENU AMOLED GPS Smartwatch - Black with Slate HardwareFind a time and a place for every part of your active life with Venu™. This GPS smartwatch features a bright, beautiful display and a battery life of up to 5 days, so you can spend more timedoing the activities you love. Don’t waste time h",576.00,AUD,982918
4126679,,"3M - PF319W FRAMED PRIVACY FILTER 18,5IN -19IN 47,0-48,3CM 16:10IN ACCS","3M PF319W FRAMED PRIVACY FILTER 18,5IN -19IN 47, 0-48, 3CM 16:10IN ACCS (98-0440-4548-6) - Type: Andet tilbehør",2028.66,DKK,3303908
27897507,Sigma,Sigma 35mm F1.4 DG HSM 'A' Lens - Nikon Fit- £75 CASHBACK AVAILABLE FROM SIGMA,"Using a cutting-edge design and state-of-the-art production technology, Sigma honed the Nikon fit 35mm F1.4 DG HSM Lens' performance to the point where it can do full justice to the expressive power of the very latest digital cameras.",599,GBP,900968
21266898,,Jabra Evolve Over The Head Supra Aural 40 Wired Mono Headset,Jabra EVOLVE is designed to give you better conversations with a world-class microphone and speakers that are optimised for voice and music.,73.99,GBP,5313
16543090,,Samsung MLT-D103L Black Toner Cartridge (Compatible),"Our Samsung MLTD103L Black Toner compatible cartridges have been manufactured to the highest standards. Compared to buying Original Branded ink, our Samsung laserjet compatible cartridges are the best deal on the Irish market today! Buy it now to ensure the best value for money available online! Col",36.38,EUR,1467531
91942249,,Wall Mounting Bracket for Hikvision Dome Camera DS-1273ZJ-140,Features Aluminum alloy material with surface spray treatment Design of cable entrance hole Better water proof design Convenient installation coordinating with adapter cap Wall Mounting Bracket for Dome Camera Appearance: White Material: Aluminum Alloy Dimension: 140×182×120mm Weight: 703g Suitable ,34.99,USD,738794
24300732,,Ubiquiti UniFi AC In-Wall 5-pack UAP-AC-IW-5 Ubiquiti,,410.00,EUR,1610496
19120777,TP-Link,TP-Link TL-SG1024DE 24port Gigabit Desktop Switch,"24xport, 24xGigabit",35455.86,HUF,180905
6032942,,Crucial 4GB DDR4 2666MHz SO-DIMM Single Rank,"More speed. More battery life. More memory capacity. Fuel your next-gen laptop.In the ever-changing world of technology, any component more than five years old is usually in need of an update. At seven years old and counting, that's where DDR3 memory is at: laptops can only do so much with it. Since",4.15E2,ZAR,1892167
46925625,APC,"Acumulator UPS APC, 230V, BR1200GI, BR1500GI, APCRBC124",,475.53,RON,123631
16234006,Hikvision,Hikvision H.265+ TURBO HD 8CH DVR 4K HDMI supports 5MP TVI/ 2MP AHD & CVI/ 6MP IP CAM (HDD not included),"Hikvision 8-CH DVR with 4K HDMI output with additional 4-CH for IP cameras . Supports up to 8MP HD-TVI, 4MP AHD, 2MP HD-CVI, and up to 4-channels for 6MP IP/Network cameras. H.265+/H.265/H.264+/H.264 encoding for the main stream and H.265/H.264 encoding for the sub-stream of analog cameras. Connecta",155.00,USD,1069672
2950848,,Mavic Mini Fly More Combo,Aircraft Gimbal Protector* Remote Controller Pair of Spare Propellers Micro USB Cable 3 - Intelligent Flight Battery 360° Propeller Guard Two-Way Charging Hub RC Cable (Micro USB connector)* RC Cable (USB-C connector)* RC Cable (Lightning connector)* DJI 18W USB Charger Pair of Spare Control Sticks*,499,USD,1709252
2251660,Traveler's Company,Traveler's Company 014. CRAFT PAPER (64PG) MIDORI TRAVELER'S NOTEBOOK,,4.50,GBP,1857459
22077951,,RAM Handlebar Mount w U-Bolt (RAM-B-149ZU),"Included:1 x RAM Standard Double Socket Clamp Arm B Size (RAM-B-201U)1 xRAM Diamond Base with 1\"" B Size Ball (RAM-B-238U)1 x RAM Rail Base with U-Bolt & 1\"" Ball (RAM-B-231ZU)TheRAM-B-149ZUincludesa zinc-coated U-Bolt base, a double socket arm, and a diamond adapter base (B Size).The diamond adapte",55.4,AUD,399319
10484404,,Fujifilm XF 80mm F2.8 R LM OIS WR Fujinon Macro Lens,Fujifilm XF 80mm F2.8 R LM OIS WR Fujinon Macro Lens Capable of outstanding Macro images form up close and far away. Also compatible with the 1.4x and 2.0x teleconverter,1149.00,GBP,45636
83528218,,CORE i7 10700KF 8 CORE 3.8GHz,,749.00,AUD,310518
13899039,Epson,Epson Strawberry Cartuccia Fragole Ciano Inchiostri Claria Home 29 - Originale - Ciano - Epson - - E,Strawberry Cartuccia Fragole Ciano Inchiostri Claria Home 29 - Originale - Ciano - Epson - - Expression Home XP-455 - Expression Home XP-452 - Expression Home XP-445 - Expression Home... - 1 pezzo(i) - Stampa inkjet,11.71,EUR,217603
1291443,,Corsair Vengenace LPX DDR4 2666MHz 8GB,"1x8GB DDR4 2666MHz CL16, XMP 2.0, svart",390.00,SEK,155934
38415767,,Blaze Professional 34-Inch Grill Cart,Blaze 34-Inch Burner Professional Grill CartThis Blaze stainless steel grill cart is specifically designed to house the Blaze Professional 3 burner gas grill. The two stainless steel side shelves keep your BBQ tools at hand and provide a convenient work area while you cook.The Blaze grill cart also ,1099.99,USD,6140563
46158383,,"32GB Kit (2 x 16GB) HyperX Predator DDR4 3000MHz, CL15, Black, DIMM Memory","32GB Kit (2 x 16GB) HyperX Predator DDR4 3000MHz, CL15, Black, DIMM Memory",170.20,USD,1249448
54689378,,AMD Ryzen 5 2400G Wraith Stealth Edition (3.6 GHz),,146.88,EUR,1442607
30119408,,AURICULARES MICRO LOGITECH HEADSET H540,AURICULARES CON MICROFONO LOGITECH HEADSET H540 USB,46.1615,EUR,429252
64928819,,Kingston DataTraveler 100 G3 256GB USB Stick 3.0 Flash Drive - Black,,74.95,EUR,1090670
49769546,Omega,Omega Seamaster Diver 300M Co-Axial Master Chronometer Steel Sedna Gold,"Since 1993, the Seamaster Professional Diver 300M has enjoyed a legendary following. Today’s modern collection has embraced that famous ocean heritage and updated it with OMEGA’s best innovation and design.This 42 mm model is crafted from stainless steel and 18K Sedna™ gold, and includes a blue cera",10200,USD,52358297
65504542,,SanDisk iXpand 64GB USB 3.0,"- Removable storage medium that allows data to be written and erased as many times as is required, comes with a USB 3.0 and Lightning connection",48.99,GBP,279041
1823563,Gigabyte,"PCIeX: GTX 1650 D6 OC 4G Nvidia Gigabyte 4GB/GDDR6/128bit/DVI, HDMI, DP ( Gaming )",,,,213319
10899164,Cardrona,Cardrona Hydroflask 21oz Standard Mouth,"Your perfect travel companion.Keep life moving with the 21 oz bottle and Standard Flex Cap. It stashes easily into a small shoulder bag, your pack’s side pocket, or your car cup holder, and holds enough ice cold goodness to keep you going for hours without weighing you down.Product BenefitsVersatile",69.0,NZD,1558854
40246805,,Akumulator APC Replacement battery cartridge #140,"APC Replacement Battery Cartridge #140 - UPS battery - 2 x Lead Acid 960 Wh - black - for P/N: SRT10KRMXLI, SRT192BP, SRT192BP2, SRT192RMBP, SRT192RMBP2, SRT8KRMXLI, SRT8KXLI",2608.46,PLN,1144246
65837617,Canon,Canon EF-M 18-150 / 3.5-6.3 IS STM schwarz,,429.00,EUR,3160384
35570094,,"Adaptador WiFi N PCI Express 150 Mbps 20dBm, 802.11b/g/n Chipset Atheros, 1 Antena 2 dBi desmontable.","Adaptador WiFi N PCI Express 150 Mbps 20dBm, 802.11b/g/n Chipset Atheros, 1 Antena 2 dBi desmontable.",54,PEN,466493
52216082,Samsung,Samsung 970 EVO PLUS 2TB M.2 PCIe High Performance NVMe SSD/Solid State Drive,"2TB Samsung 970 EVO Plus, M.2 (2280) PCIe 3.0 (x4), NVMe SSD, MLC V-NAND, 3500MB/s Read, 3300MB/s Write, 620k/560k IOPS",388.99,GBP,1365371
62345625,,MB 1151-v2 ASUS ROG STRIX Z390-I GAMING,,234.15,,1068570
90202399,HP,HP stampante Color LaserJet Professional CP5225dn (CE712A#B19),stampante,1415.20,EUR,1842162
71951492,Philips,"Philips 243V7QDSB/00 23.8 \"", IPS, FHD, 1920 x 1080 pixels, 16:9, 5 ms, 250 cd/m², Black","Philips 243V7QDSB/00 23.8 \"", IPS, FHD, 1920 x 1080 pixels, 16:9, 5 ms, 250 cd/m², Black",106.35,EUR,605933
30567166,Hydro Flask,Hydro Flask Wide Mouth Drink Bottle - 946ml Black Flex Cap,Hydro Flask Wide Mouth Drink Bottle 946ml Black Flex Cap Available now for fast delivery. Same day dispatch. Free Shipping available. Lowest prices guaranteed.,64.00,AUD,36023
